"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"2043819570365145535","Mon Apr 13 22:32:12 +0000 2026","6","Harusnya berani cancel culture sampai karirnya hancur banget. Cuma ya apa yang mau diharapi senior alumni dan firma legal kebanyakan dipegang oleh FHUI.","2043819570365145535","","","in","","0","0","0","https://x.com/undefined/status/2043819570365145535","155303540",
"2043819484738400732","Mon Apr 13 22:31:52 +0000 2026","0","semalem nyimak pengakuan para pelaku KS fhui kok rasanya kek pada mondar mandir semua jawabannya jawabannya pada template pula","2043819484738400732","","","in","","0","0","0","https://x.com/undefined/status/2043819484738400732","1867218620075606017",
"2043819349010702653","Mon Apr 13 22:31:19 +0000 2026","0","tolollllllll goblok bgt anj anak fhui begini pemikiran lu goblok bgt anj","2043819349010702653","","","in","","0","0","0","https://x.com/undefined/status/2043819349010702653","1456266834617921537",
"2043819311375233358","Mon Apr 13 22:31:10 +0000 2026","6989","lagi rame banget yang kasus KS FHUI itu buat yang ga paham baca update-an kakak ini ajaaa https://t.co/l64JjU16Et","2043819311375233358","https://pbs.twimg.com/media/HF0a0RtbwAAvlPD.jpg","","in","","29","20","874","https://x.com/undefined/status/2043819311375233358","2011091483789836294",
"2043818986664853518","Mon Apr 13 22:29:53 +0000 2026","0","Kasus FHUI ngeri ngeri sedap","2043818986664853518","","","in","","0","0","0","https://x.com/undefined/status/2043818986664853518","1358795232523874310",
"2043818982709621135","Mon Apr 13 22:29:52 +0000 2026","0","ke trigger bgt gw ngikutin kasus KS FHUI itu kalo sampe gak dapet punishment sih kebangetan menurut gw","2043818982709621135","","","in","","0","1","0","https://x.com/undefined/status/2043818982709621135","1147456348650528768",
"2043818888392229290","Mon Apr 13 22:29:29 +0000 2026","0","adek adek udah kuliah aja yang bener FHUI loh.. deket bgt sama perpus di perpus ada es krim enak gue pengen juga kuliah di FHUI dek kepengen es krimnya","2043818888392229290","","","in","","0","1","0","https://x.com/undefined/status/2043818888392229290","1659377896493056001",
"2043818474540265824","Mon Apr 13 22:27:51 +0000 2026","0","yaelaah pelaku cabul fhui gayanya mah paling sok iye giliran ketauan ngumpet di balik ketek emaknyee","2043818474540265824","","","in","","0","0","0","https://x.com/undefined/status/2043818474540265824","2012645126623952896",
"2043817708601651361","Mon Apr 13 22:27:32 +0000 2026","0","Dan lu tau pasti HANCUR BGT hati orang tuanya yang udah ngedidik anak laki-lakinya ini dgn baik tapi gegara lingkungan atau emang dasarnya ni laki BRENGSEK aja jadinya begini. Lo bisa kuliah di FHUI gue beranggapan lo privilege enough buat dapet lingkungan bagus dan ","2043818393627963735","","peachfairydust","in","","0","1","0","https://x.com/undefined/status/2043818393627963735","42007912",
"2043818350095282404","Mon Apr 13 22:27:21 +0000 2026","0","gais ada yg punya screenrecord live kejadian yg fhui TADI MALEM GAAA GUA KETIDURAANNN","2043818350095282404","","","in","","0","0","0","https://x.com/undefined/status/2043818350095282404","1797543388574863360",
